producto,producto_id,mercado,variable,anio,mes,status,rows,raw_file,note
uva,0637,15011502,precio_prom,2022,12,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2022\2022-12.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: diciembre del Año 2022
uva,0637,15011502,precio_prom,2023,01,ok,17,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-01.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: enero del Año 2023
uva,0637,15011502,precio_prom,2023,02,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-02.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: febrero del Año 2023
uva,0637,15011502,precio_prom,2023,03,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-03.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: marzo del Año 2023
uva,0637,15011502,precio_prom,2023,04,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-04.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: abril del Año 2023
uva,0637,15011502,precio_prom,2023,05,ok,9,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-05.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: mayo del Año 2023
uva,0637,15011502,precio_prom,2023,06,ok,9,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-06.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: junio del Año 2023
uva,0637,15011502,precio_prom,2023,07,ok,8,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-07.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: julio del Año 2023
uva,0637,15011502,precio_prom,2023,08,ok,9,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-08.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: agosto del Año 2023
uva,0637,15011502,precio_prom,2023,09,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-09.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: septiembre del Año 2023
uva,0637,15011502,precio_prom,2023,10,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-10.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: octubre del Año 2023
uva,0637,15011502,precio_prom,2023,11,ok,14,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-11.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: noviembre del Año 2023
uva,0637,15011502,precio_prom,2023,12,ok,14,data_raw\sisap_midagri\massive\uva\precio_prom\2023\2023-12.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: diciembre del Año 2023
uva,0637,15011502,precio_prom,2024,01,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-01.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: enero del Año 2024
uva,0637,15011502,precio_prom,2024,02,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-02.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: febrero del Año 2024
uva,0637,15011502,precio_prom,2024,03,ok,8,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-03.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: marzo del Año 2024
uva,0637,15011502,precio_prom,2024,04,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-04.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: abril del Año 2024
uva,0637,15011502,precio_prom,2024,05,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-05.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: mayo del Año 2024
uva,0637,15011502,precio_prom,2024,06,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-06.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: junio del Año 2024
uva,0637,15011502,precio_prom,2024,07,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-07.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: julio del Año 2024
uva,0637,15011502,precio_prom,2024,08,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-08.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: agosto del Año 2024
uva,0637,15011502,precio_prom,2024,09,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-09.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: septiembre del Año 2024
uva,0637,15011502,precio_prom,2024,10,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-10.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: octubre del Año 2024
uva,0637,15011502,precio_prom,2024,11,ok,15,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-11.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: noviembre del Año 2024
uva,0637,15011502,precio_prom,2024,12,ok,15,data_raw\sisap_midagri\massive\uva\precio_prom\2024\2024-12.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: diciembre del Año 2024
uva,0637,15011502,precio_prom,2025,01,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-01.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: enero del Año 2025
uva,0637,15011502,precio_prom,2025,02,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-02.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: febrero del Año 2025
uva,0637,15011502,precio_prom,2025,03,ok,12,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-03.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: marzo del Año 2025
uva,0637,15011502,precio_prom,2025,04,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-04.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: abril del Año 2025
uva,0637,15011502,precio_prom,2025,05,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-05.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: mayo del Año 2025
uva,0637,15011502,precio_prom,2025,06,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-06.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: junio del Año 2025
uva,0637,15011502,precio_prom,2025,07,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-07.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: julio del Año 2025
uva,0637,15011502,precio_prom,2025,08,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-08.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: agosto del Año 2025
uva,0637,15011502,precio_prom,2025,09,ok,10,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-09.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: septiembre del Año 2025
uva,0637,15011502,precio_prom,2025,10,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-10.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: octubre del Año 2025
uva,0637,15011502,precio_prom,2025,11,ok,14,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-11.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: noviembre del Año 2025
uva,0637,15011502,precio_prom,2025,12,ok,15,data_raw\sisap_midagri\massive\uva\precio_prom\2025\2025-12.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: diciembre del Año 2025
uva,0637,15011502,precio_prom,2026,01,ok,16,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-01.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: enero del Año 2026
uva,0637,15011502,precio_prom,2026,02,ok,15,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-02.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: febrero del Año 2026
uva,0637,15011502,precio_prom,2026,03,ok,13,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-03.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: marzo del Año 2026
uva,0637,15011502,precio_prom,2026,04,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-04.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: abril del Año 2026
uva,0637,15011502,precio_prom,2026,05,ok,11,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-05.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: mayo del Año 2026
uva,0637,15011502,precio_prom,2026,06,ok,9,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-06.html,Lima Metropolitana: Precio Promedio según mercado y producto. | Período: junio del Año 2026
uva,0637,15011502,precio_prom,2026,07,sin_datos,0,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-07.html,No existen resultados para los criterios elegidos.
uva,0637,15011502,precio_prom,2026,08,sin_datos,0,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-08.html,No existen resultados para los criterios elegidos.
uva,0637,15011502,precio_prom,2026,09,sin_datos,0,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-09.html,No existen resultados para los criterios elegidos.
uva,0637,15011502,precio_prom,2026,10,sin_datos,0,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-10.html,No existen resultados para los criterios elegidos.
uva,0637,15011502,precio_prom,2026,11,sin_datos,0,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-11.html,No existen resultados para los criterios elegidos.
uva,0637,15011502,precio_prom,2026,12,sin_datos,0,data_raw\sisap_midagri\massive\uva\precio_prom\2026\2026-12.html,No existen resultados para los criterios elegidos.
uva,0637,15011502,volumen,2018,01,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2018
uva,0637,15011502,volumen,2018,02,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2018
uva,0637,15011502,volumen,2018,03,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2018
uva,0637,15011502,volumen,2018,04,ok,6,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2018
uva,0637,15011502,volumen,2018,05,ok,5,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2018
uva,0637,15011502,volumen,2018,06,ok,5,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2018
uva,0637,15011502,volumen,2018,07,ok,5,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2018
uva,0637,15011502,volumen,2018,08,ok,6,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2018
uva,0637,15011502,volumen,2018,09,ok,6,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2018
uva,0637,15011502,volumen,2018,10,ok,6,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2018
uva,0637,15011502,volumen,2018,11,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2018
uva,0637,15011502,volumen,2018,12,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2018\2018-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2018
uva,0637,15011502,volumen,2019,01,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2019
uva,0637,15011502,volumen,2019,02,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2019
uva,0637,15011502,volumen,2019,03,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2019
uva,0637,15011502,volumen,2019,04,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2019
uva,0637,15011502,volumen,2019,05,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2019
uva,0637,15011502,volumen,2019,06,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2019
uva,0637,15011502,volumen,2019,07,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2019
uva,0637,15011502,volumen,2019,08,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2019
uva,0637,15011502,volumen,2019,09,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2019
uva,0637,15011502,volumen,2019,10,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2019
uva,0637,15011502,volumen,2019,11,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2019
uva,0637,15011502,volumen,2019,12,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2019\2019-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2019
uva,0637,15011502,volumen,2020,01,ok,12,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2020
uva,0637,15011502,volumen,2020,02,ok,12,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2020
uva,0637,15011502,volumen,2020,03,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2020
uva,0637,15011502,volumen,2020,04,ok,7,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2020
uva,0637,15011502,volumen,2020,05,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2020
uva,0637,15011502,volumen,2020,06,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2020
uva,0637,15011502,volumen,2020,07,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2020
uva,0637,15011502,volumen,2020,08,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2020
uva,0637,15011502,volumen,2020,09,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2020
uva,0637,15011502,volumen,2020,10,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2020
uva,0637,15011502,volumen,2020,11,ok,12,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2020
uva,0637,15011502,volumen,2020,12,ok,14,data_raw\sisap_midagri\massive\uva\volumen\2020\2020-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2020
uva,0637,15011502,volumen,2021,01,ok,14,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2021
uva,0637,15011502,volumen,2021,02,ok,15,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2021
uva,0637,15011502,volumen,2021,03,ok,13,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2021
uva,0637,15011502,volumen,2021,04,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2021
uva,0637,15011502,volumen,2021,05,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2021
uva,0637,15011502,volumen,2021,06,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2021
uva,0637,15011502,volumen,2021,07,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2021
uva,0637,15011502,volumen,2021,08,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2021
uva,0637,15011502,volumen,2021,09,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2021
uva,0637,15011502,volumen,2021,10,ok,13,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2021
uva,0637,15011502,volumen,2021,11,ok,14,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2021
uva,0637,15011502,volumen,2021,12,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2021\2021-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2021
uva,0637,15011502,volumen,2022,01,ok,17,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2022
uva,0637,15011502,volumen,2022,02,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2022
uva,0637,15011502,volumen,2022,03,ok,13,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2022
uva,0637,15011502,volumen,2022,04,ok,13,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2022
uva,0637,15011502,volumen,2022,05,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2022
uva,0637,15011502,volumen,2022,06,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2022
uva,0637,15011502,volumen,2022,07,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2022
uva,0637,15011502,volumen,2022,08,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2022
uva,0637,15011502,volumen,2022,09,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2022
uva,0637,15011502,volumen,2022,10,ok,12,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2022
uva,0637,15011502,volumen,2022,11,ok,15,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2022
uva,0637,15011502,volumen,2022,12,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2022\2022-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2022
uva,0637,15011502,volumen,2023,01,ok,17,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2023
uva,0637,15011502,volumen,2023,02,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2023
uva,0637,15011502,volumen,2023,03,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2023
uva,0637,15011502,volumen,2023,04,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2023
uva,0637,15011502,volumen,2023,05,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2023
uva,0637,15011502,volumen,2023,06,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2023
uva,0637,15011502,volumen,2023,07,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2023
uva,0637,15011502,volumen,2023,08,ok,9,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2023
uva,0637,15011502,volumen,2023,09,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2023
uva,0637,15011502,volumen,2023,10,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2023
uva,0637,15011502,volumen,2023,11,ok,14,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2023
uva,0637,15011502,volumen,2023,12,ok,14,data_raw\sisap_midagri\massive\uva\volumen\2023\2023-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2023
uva,0637,15011502,volumen,2024,01,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2024
uva,0637,15011502,volumen,2024,02,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-02.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: febrero del Año 2024
uva,0637,15011502,volumen,2024,03,ok,8,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-03.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: marzo del Año 2024
uva,0637,15011502,volumen,2024,04,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-04.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: abril del Año 2024
uva,0637,15011502,volumen,2024,05,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-05.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: mayo del Año 2024
uva,0637,15011502,volumen,2024,06,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-06.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: junio del Año 2024
uva,0637,15011502,volumen,2024,07,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-07.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: julio del Año 2024
uva,0637,15011502,volumen,2024,08,ok,10,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-08.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: agosto del Año 2024
uva,0637,15011502,volumen,2024,09,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-09.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: septiembre del Año 2024
uva,0637,15011502,volumen,2024,10,ok,11,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-10.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: octubre del Año 2024
uva,0637,15011502,volumen,2024,11,ok,15,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-11.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: noviembre del Año 2024
uva,0637,15011502,volumen,2024,12,ok,15,data_raw\sisap_midagri\massive\uva\volumen\2024\2024-12.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: diciembre del Año 2024
uva,0637,15011502,volumen,2025,01,ok,16,data_raw\sisap_midagri\massive\uva\volumen\2025\2025-01.html,Lima Metropolitana: Volumen según mercado y producto y procedencia (sólo para volumen). | Período: enero del Año 2025
